Time 	Temperature (deg C) 	Setpoint (deg C) 	Duty Cycle (percent) 	H1 (Volts) 	H2 (Volts) 	H3 (Volts) 	H4 (Volts) 	H5 (Volts) 	TimeMATLAB 	
14:22:20 	2.450000e+01 	9.600000e-01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:20 	2.450000e+01 	1.180000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:21 	2.450000e+01 	1.390000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:21 	2.450000e+01 	1.620000e+00 	0 	223 	228 	228 	21 	21 	7.364576e+05
14:22:22 	2.450000e+01 	1.840000e+00 	0 	223 	228 	228 	21 	21 	7.364576e+05
14:22:24 	2.450000e+01 	2.070000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:25 	2.450000e+01 	2.290000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:25 	2.450000e+01 	2.500000e+00 	0 	224 	229 	228 	22 	21 	7.364576e+05
14:22:26 	2.450000e+01 	2.730000e+00 	0 	224 	228 	228 	21 	21 	7.364576e+05
14:22:27 	2.450000e+01 	2.950000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:28 	2.450000e+01 	3.180000e+00 	0 	224 	228 	228 	21 	21 	7.364576e+05
14:22:30 	2.450000e+01 	3.400000e+00 	0 	223 	229 	228 	22 	21 	7.364576e+05
14:22:31 	2.450000e+01 	3.630000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:31 	2.450000e+01 	3.840000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:33 	2.450000e+01 	4.060000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:34 	2.475000e+01 	4.290000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:35 	2.450000e+01 	4.510000e+00 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:22:36 	2.450000e+01 	4.740000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:36 	2.450000e+01 	4.950000e+00 	0 	223 	228 	227 	21 	21 	7.364576e+05
14:22:38 	2.450000e+01 	5.170000e+00 	0 	224 	228 	228 	21 	21 	7.364576e+05
14:22:39 	2.450000e+01 	5.400000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:40 	2.450000e+01 	5.620000e+00 	0 	223 	228 	228 	21 	21 	7.364576e+05
14:22:41 	2.450000e+01 	5.850000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:41 	2.450000e+01 	6.060000e+00 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:22:43 	2.450000e+01 	6.280000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:44 	2.450000e+01 	6.510000e+00 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:22:45 	2.450000e+01 	6.730000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:46 	2.450000e+01 	6.960000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:47 	2.450000e+01 	7.180000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:48 	2.475000e+01 	7.390000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:49 	2.450000e+01 	7.620000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:50 	2.450000e+01 	7.840000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:51 	2.450000e+01 	8.070000e+00 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:22:52 	2.450000e+01 	8.290000e+00 	0 	223 	229 	227 	21 	21 	7.364576e+05
14:22:53 	2.475000e+01 	8.500000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:54 	2.450000e+01 	8.730000e+00 	0 	223 	228 	228 	21 	21 	7.364576e+05
14:22:55 	2.450000e+01 	8.950000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:56 	2.450000e+01 	9.180000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:57 	2.450000e+01 	9.400000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:58 	2.450000e+01 	9.610000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:22:59 	2.450000e+01 	9.840000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:00 	2.450000e+01 	1.006000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:01 	2.475000e+01 	1.029000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:02 	2.450000e+01 	1.051000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:03 	2.450000e+01 	1.072000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:04 	2.475000e+01 	1.095000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:05 	2.475000e+01 	1.117000e+01 	0 	223 	229 	228 	21 	20 	7.364576e+05
14:23:06 	2.450000e+01 	1.140000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:07 	2.475000e+01 	1.162000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:08 	2.450000e+01 	1.185000e+01 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:23:09 	2.450000e+01 	1.206000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:10 	2.450000e+01 	1.228000e+01 	0 	223 	229 	228 	20 	21 	7.364576e+05
14:23:11 	2.450000e+01 	1.251000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:12 	2.475000e+01 	1.273000e+01 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:23:13 	2.450000e+01 	1.296000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:14 	2.475000e+01 	1.317000e+01 	0 	223 	229 	227 	21 	22 	7.364576e+05
14:23:15 	2.475000e+01 	1.339000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:16 	2.450000e+01 	1.362000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:17 	2.475000e+01 	1.385000e+01 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:23:18 	2.450000e+01 	1.407000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:19 	2.450000e+01 	0 	0 	223 	229 	228 	22 	21 	7.364576e+05
14:23:20 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:21 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:22 	2.475000e+01 	0 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:23:23 	2.450000e+01 	0 	0 	223 	229 	228 	22 	21 	7.364576e+05
14:23:24 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:25 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:26 	2.450000e+01 	0 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:23:27 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:28 	2.450000e+01 	0 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:23:29 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:30 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:31 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:32 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:33 	2.475000e+01 	0 	0 	222 	228 	228 	21 	21 	7.364576e+05
14:23:34 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:35 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:36 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:37 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:38 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:39 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:40 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:41 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:42 	2.450000e+01 	0 	0 	223 	229 	227 	21 	21 	7.364576e+05
14:23:43 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:44 	2.450000e+01 	0 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:23:45 	2.450000e+01 	0 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:23:46 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:47 	2.450000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:48 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:49 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:50 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:51 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:52 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:53 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:54 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:55 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:56 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:57 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:23:58 	2.475000e+01 	0 	0 	223 	229 	227 	21 	21 	7.364576e+05
14:23:59 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:00 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:01 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:02 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:03 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:04 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:05 	2.475000e+01 	0 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:24:06 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:07 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:08 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:09 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:10 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:11 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:12 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:13 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:14 	2.475000e+01 	0 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:24:15 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:16 	2.475000e+01 	0 	0 	223 	229 	227 	21 	21 	7.364576e+05
14:24:17 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:18 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:19 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:20 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:21 	2.475000e+01 	0 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:24:22 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:23 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:24 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:25 	2.475000e+01 	0 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:24:26 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:27 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:28 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:29 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:30 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:31 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:32 	2.475000e+01 	0 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:24:33 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:34 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:35 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:36 	2.475000e+01 	0 	0 	223 	229 	228 	20 	21 	7.364576e+05
14:24:37 	2.475000e+01 	0 	0 	223 	229 	228 	22 	21 	7.364576e+05
14:24:38 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:39 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:40 	2.475000e+01 	0 	0 	225 	229 	228 	21 	21 	7.364576e+05
14:24:41 	2.475000e+01 	0 	0 	224 	229 	228 	21 	21 	7.364576e+05
14:24:42 	2.475000e+01 	0 	0 	223 	229 	227 	21 	21 	7.364576e+05
14:24:43 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:44 	2.475000e+01 	0 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:24:45 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:46 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:47 	2.475000e+01 	0 	0 	223 	229 	228 	22 	21 	7.364576e+05
14:24:48 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:49 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:50 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:51 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:52 	2.475000e+01 	0 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:24:53 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:54 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:55 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:56 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:24:57 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:01 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:02 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:02 	2.475000e+01 	0 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:25:03 	2.475000e+01 	0 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:05 	2.475000e+01 	3.070000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:06 	2.475000e+01 	3.130000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:06 	2.475000e+01 	3.200000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:07 	2.475000e+01 	3.260000e+00 	0 	223 	229 	228 	20 	21 	7.364576e+05
14:25:07 	2.475000e+01 	3.680000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:08 	2.475000e+01 	4.520000e+00 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:25:08 	2.475000e+01 	5.420000e+00 	0 	223 	229 	228 	20 	21 	7.364576e+05
14:25:09 	2.475000e+01 	6.320000e+00 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:25:10 	2.475000e+01 	7.220000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:11 	2.475000e+01 	8.120000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:12 	2.475000e+01 	8.960000e+00 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:25:13 	2.475000e+01 	9.860000e+00 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:14 	2.475000e+01 	1.076000e+01 	0 	223 	229 	228 	20 	21 	7.364576e+05
14:25:15 	2.475000e+01 	1.166000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:16 	2.475000e+01 	1.256000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:17 	2.475000e+01 	1.346000e+01 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:25:18 	2.475000e+01 	1.430000e+01 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:25:19 	2.475000e+01 	1.521000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:20 	2.475000e+01 	1.610000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:21 	2.475000e+01 	1.701000e+01 	0 	223 	229 	228 	20 	21 	7.364576e+05
14:25:22 	2.475000e+01 	1.791000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:23 	2.475000e+01 	1.875000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:24 	2.475000e+01 	1.965000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:25 	2.475000e+01 	2.055000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:26 	2.475000e+01 	2.145000e+01 	0 	223 	229 	228 	21 	22 	7.364576e+05
14:25:27 	2.475000e+01 	2.235000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:28 	2.475000e+01 	2.319000e+01 	0 	222 	229 	228 	21 	21 	7.364576e+05
14:25:29 	2.475000e+01 	2.409000e+01 	0 	223 	229 	228 	21 	21 	7.364576e+05
14:25:30 	2.475000e+01 	2.499000e+01 	1.400000e-01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:31 	2.475000e+01 	2.589000e+01 	8.000000e-01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:32 	2.475000e+01 	2.679000e+01 	1.560000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:33 	2.475000e+01 	2.763000e+01 	2.230000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:34 	2.475000e+01 	2.853000e+01 	2.890000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:35 	2.475000e+01 	2.943000e+01 	3.660000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:36 	2.475000e+01 	3.033000e+01 	4.140000e+00 	222 	229 	228 	21 	21 	7.364576e+05
14:25:37 	25 	3.123000e+01 	4.910000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:38 	25 	3.213000e+01 	5.580000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:39 	25 	3.297000e+01 	6.260000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:40 	2.525000e+01 	3.387000e+01 	6.850000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:41 	2.525000e+01 	3.477000e+01 	7.530000e+00 	223 	230 	228 	21 	21 	7.364576e+05
14:25:42 	2.550000e+01 	3.567000e+01 	8.120000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:43 	2.550000e+01 	3.657000e+01 	8.810000e+00 	223 	229 	228 	21 	21 	7.364576e+05
14:25:44 	2.575000e+01 	3.741000e+01 	9.300000e+00 	222 	229 	228 	21 	21 	7.364576e+05
14:25:45 	2.575000e+01 	3.831000e+01 	1.009000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:46 	26 	3.921000e+01 	1.059000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:47 	2.625000e+01 	4.011000e+01 	1.119000e+01 	223 	229 	228 	20 	21 	7.364576e+05
14:25:48 	2.650000e+01 	4.101000e+01 	1.169000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:49 	2.675000e+01 	4.185000e+01 	1.219000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:50 	27 	4.275000e+01 	1.280000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:51 	2.725000e+01 	4.365000e+01 	1.331000e+01 	222 	229 	228 	21 	21 	7.364576e+05
14:25:52 	2.750000e+01 	4.455000e+01 	1.392000e+01 	222 	229 	228 	21 	22 	7.364576e+05
14:25:53 	2.775000e+01 	4.545000e+01 	1.443000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:54 	28 	4.629000e+01 	1.494000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:55 	2.825000e+01 	4.719000e+01 	1.555000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:56 	2.875000e+01 	4.810000e+01 	1.538000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:57 	29 	49 	16 	223 	229 	228 	21 	20 	7.364576e+05
14:25:58 	2.925000e+01 	4.990000e+01 	1.701000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:25:59 	2.975000e+01 	5.080000e+01 	1.763000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:00 	30 	5.164000e+01 	1.816000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:01 	3.025000e+01 	5.254000e+01 	1.848000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:02 	3.075000e+01 	5.344000e+01 	1.842000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:03 	31 	5.434000e+01 	1.895000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:04 	3.125000e+01 	5.524000e+01 	2.007000e+01 	223 	230 	228 	21 	21 	7.364576e+05
14:26:05 	3.175000e+01 	5.608000e+01 	1.992000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:06 	32 	5.698000e+01 	2.094000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:07 	3.250000e+01 	5.788000e+01 	2.138000e+01 	223 	229 	228 	20 	21 	7.364576e+05
14:26:08 	3.275000e+01 	5.878000e+01 	2.191000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:09 	3.325000e+01 	5.968000e+01 	2.235000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:10 	3.350000e+01 	6.052000e+01 	2.289000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:11 	3.375000e+01 	6.142000e+01 	2.343000e+01 	223 	229 	228 	20 	21 	7.364576e+05
14:26:12 	3.450000e+01 	6.232000e+01 	2.387000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:13 	3.475000e+01 	6.322000e+01 	2.422000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:14 	35 	6.412000e+01 	2.487000e+01 	223 	230 	228 	21 	21 	7.364576e+05
14:26:15 	3.550000e+01 	6.502000e+01 	2.521000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:16 	36 	6.586000e+01 	2.556000e+01 	223 	229 	228 	21 	22 	7.364576e+05
14:26:17 	3.650000e+01 	6.676000e+01 	2.602000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:18 	37 	6.766000e+01 	2.637000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:19 	3.775000e+01 	6.856000e+01 	2.614000e+01 	223 	229 	228 	20 	21 	7.364576e+05
14:26:20 	3.825000e+01 	6.946000e+01 	2.649000e+01 	223 	229 	228 	21 	22 	7.364576e+05
14:26:21 	39 	7.030000e+01 	2.733000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:22 	3.950000e+01 	7.120000e+01 	2.711000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:23 	40 	7.210000e+01 	2.815000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:24 	4.050000e+01 	73 	2.792000e+01 	223 	229 	228 	21 	21 	7.364576e+05
14:26:25 	4.075000e+01 	7.390000e+01 	2.897000e+01 	223 	229 	228 	21 	21 	7.364576e+05
